"","Brewery","City","State"
"1137","Maui Brewing Company","Lahaina","HI"
"1138","Maui Brewing Company","Lahaina","HI"
"1139","Maui Brewing Company","Lahaina","HI"
"1140","Maui Brewing Company","Lahaina","HI"
"1141","Maui Brewing Company","Lahaina","HI"
"1142","Maui Brewing Company","Lahaina","HI"
"1143","RoughTail Brewing Company","Midwest City","OK"
"1144","RoughTail Brewing Company","Midwest City","OK"
"1145","Lucette Brewing Company","Menominee","WI"
"1146","Grey Sail Brewing of Rhode Island","Westerly","RI"
"1147","Grey Sail Brewing of Rhode Island","Westerly","RI"
"1148","Grey Sail Brewing of Rhode Island","Westerly","RI"
"1149","Grey Sail Brewing of Rhode Island","Westerly","RI"
"1150","Grey Sail Brewing of Rhode Island","Westerly","RI"
"1151","Blue Blood Brewing Company","Lincoln","NE"
"1152","Blue Blood Brewing Company","Lincoln","NE"
"1153","Blue Blood Brewing Company","Lincoln","NE"
"1154","Blue Blood Brewing Company","Lincoln","NE"
"1155","Blue Mountain Brewery","Afton","VA"
"1156","Blue Mountain Brewery","Afton","VA"
"1157","Blue Mountain Brewery","Afton","VA"
"1158","Blue Mountain Brewery","Afton","VA"
"1159","Starr Hill Brewery","Crozet","VA"
"1160","Starr Hill Brewery","Crozet","VA"
"1161","Starr Hill Brewery","Crozet","VA"
"1162","Starr Hill Brewery","Crozet","VA"
"1163","Westbrook Brewing Company","Mt. Pleasant","SC"
"1164","Westbrook Brewing Company","Mt. Pleasant","SC"
"1165","Westbrook Brewing Company","Mt. Pleasant","SC"
"1166","Shipyard Brewing Company","Portland","ME"
"1167","Natian Brewery","Portland","OR"
"1168","Natian Brewery","Portland","OR"
"1169","Oskar Blues Brewery (North Carol...","Brevard","NC"
"1170","Oskar Blues Brewery (North Carol...","Brevard","NC"
"1171","Oskar Blues Brewery (North Carol...","Brevard","NC"
"1172","Oskar Blues Brewery (North Carol...","Brevard","NC"
"1173","Oskar Blues Brewery (North Carol...","Brevard","NC"
"1174","Oskar Blues Brewery (North Carol...","Brevard","NC"
"1175","Breckenridge Brewery","Denver","CO"
"1176","Breckenridge Brewery","Denver","CO"
"1177","Breckenridge Brewery","Denver","CO"
"1178","Breckenridge Brewery","Denver","CO"
"1179","Santa Fe Brewing Company","Santa Fe","NM"
"1180","Santa Fe Brewing Company","Santa Fe","NM"
"1181","Miami Brewing Company","Miami","FL"
"1182","Miami Brewing Company","Miami","FL"
"1183","Miami Brewing Company","Miami","FL"
"1184","Miami Brewing Company","Miami","FL"
"1185","Hops & Grain Brewery","Austin","TX"
"1186","Hops & Grain Brewery","Austin","TX"
"1187","Ruhstaller Beer Company","Sacramento","CA"
"1188","Ruhstaller Beer Company","Sacramento","CA"
"1189","Ruhstaller Beer Company","Sacramento","CA"
"1190","Ruhstaller Beer Company","Sacramento","CA"
"1191","Ruhstaller Beer Company","Sacramento","CA"
"1192","Saugatuck Brewing Company","Douglas","MI"
"1193","Amnesia Brewing Company","Washougal","WA"
"1194","Wolverine State Brewing Company","Ann Arbor","MI"
"1195","Fate Brewing Company","Boulder","CO"
"1196","Fate Brewing Company","Boulder","CO"
"1197","Fate Brewing Company","Boulder","CO"
"1198","Fate Brewing Company","Boulder","CO"
"1199","Fate Brewing Company","Boulder","CO"
"1200","New England Brewing Company","Woodbridge","CT"
"1201","New England Brewing Company","Woodbridge","CT"
"1202","New England Brewing Company","Woodbridge","CT"
"1203","Straight to Ale","Huntsville","AL"
"1204","Straight to Ale","Huntsville","AL"
"1205","Straight to Ale","Huntsville","AL"
"1206","Blue Mountain Brewery","Arrington","VA"
"1207","Coastal Empire Beer Company","Savannah","GA"
"1208","Coastal Empire Beer Company","Savannah","GA"
"1209","Boulder Beer Company","Boulder","CO"
"1210","Boulder Beer Company","Boulder","CO"
"1211","Boulder Beer Company","Boulder","CO"
"1212","Coalition Brewing Company","Portland","OR"
"1213","Coalition Brewing Company","Portland","OR"
"1214","Sanitas Brewing Company","Boulder","CO"
"1215","Sanitas Brewing Company","Boulder","CO"
"1216","Gore Range Brewery","Edwards","CO"
"1217","Hess Brewing Company","San Diego","CA"
"1218","Hess Brewing Company","San Diego","CA"
"1219","Hess Brewing Company","San Diego","CA"
"1220","Wynkoop Brewing Company","Denver","CO"
"1221","Wynkoop Brewing Company","Denver","CO"
"1222","Armadillo Ale Works","Denton","TX"
"1223","Armadillo Ale Works","Denton","TX"
"1224","Schlafly Brewing Company","Saint Louis","MO"
"1225","Schlafly Brewing Company","Saint Louis","MO"
"1226","Schlafly Brewing Company","Saint Louis","MO"
"1227","Schlafly Brewing Company","Saint Louis","MO"
"1228","Schlafly Brewing Company","Saint Louis","MO"
"1229","Asher Brewing Company","Boulder","CO"
"1230","Lost Rhino Brewing Company","Ashburn","VA"
"1231","Lost Rhino Brewing Company","Ashburn","VA"
"1232","Seabright Brewery","Santa Cruz","CA"
"1233","French Broad Brewery","Asheville","NC"
"1234","French Broad Brewery","Asheville","NC"
"1235","French Broad Brewery","Asheville","NC"
"1236","Southern Oregon Brewing Company","Medford","OR"
"1237","Southern Oregon Brewing Company","Medford","OR"
"1238","Brooklyn Brewery","Brooklyn","NY"
"1239","Brooklyn Brewery","Brooklyn","NY"
"1240","Kona Brewing Company","Kona","HI"
"1241","Kona Brewing Company","Kona","HI"
"1242","Kona Brewing Company","Kona","HI"
"1243","Kona Brewing Company","Kona","HI"
"1244","Pateros Creek Brewing Company","Fort Collins","CO"
"1245","Pateros Creek Brewing Company","Fort Collins","CO"
"1246","Pateros Creek Brewing Company","Fort Collins","CO"
"1247","Pateros Creek Brewing Company","Fort Collins","CO"
"1248","Pateros Creek Brewing Company","Fort Collins","CO"
"1249","O'Fallon Brewery","O'Fallon","MO"
"1250","O'Fallon Brewery","O'Fallon","MO"
"1251","Big Wood Brewery","Vadnais Heights","MN"
"1252","Big Wood Brewery","Vadnais Heights","MN"
"1253","Big Wood Brewery","Vadnais Heights","MN"
"1254","Big Wood Brewery","Vadnais Heights","MN"
"1255","Big Wood Brewery","Vadnais Heights","MN"
"1256","Swamp Head Brewery","Gainesville","FL"
"1257","Swamp Head Brewery","Gainesville","FL"
"1258","Swamp Head Brewery","Gainesville","FL"
"1259","Swamp Head Brewery","Gainesville","FL"
"1260","Swamp Head Brewery","Gainesville","FL"
"1261","Mavericks Beer Company","Half Moon Bay","CA"
"1262","Mavericks Beer Company","Half Moon Bay","CA"
"1263","Mavericks Beer Company","Half Moon Bay","CA"
"1264","TailGate Beer","San Diego","CA"
"1265","TailGate Beer","San Diego","CA"
"1266","TailGate Beer","San Diego","CA"
"1267","TailGate Beer","San Diego","CA"
"1268","TailGate Beer","San Diego","CA"
"1269","TailGate Beer","San Diego","CA"
"1270","TailGate Beer","San Diego","CA"
"1271","Northwest Brewing Company","Pacific","WA"
"1272","Denali Brewing Company","Talkeetna","AK"
"1273","Denali Brewing Company","Talkeetna","AK"
"1274","Denali Brewing Company","Talkeetna","AK"
"1275","Denali Brewing Company","Talkeetna","AK"
"1276","Deschutes Brewery","Bend","OR"
"1277","The Black Tooth Brewing Company","Sheridan","WY"
"1278","The Black Tooth Brewing Company","Sheridan","WY"
"1279","The Black Tooth Brewing Company","Sheridan","WY"
"1280","The Black Tooth Brewing Company","Sheridan","WY"
"1281","Kenai River Brewing Company","Soldotna","AK"
"1282","Fremont Brewing Company","Seattle","WA"
"1283","Fremont Brewing Company","Seattle","WA"
"1284","Fremont Brewing Company","Seattle","WA"
"1285","Fremont Brewing Company","Seattle","WA"
"1286","Armstrong Brewing Company","South San Francisco","CA"
"1287","AC Golden Brewing Company","Golden","CO"
"1288","AC Golden Brewing Company","Golden","CO"
"1289","Good Life Brewing Company","Bend","OR"
"1290","Good Life Brewing Company","Bend","OR"
"1291","Green Room Brewing","Jacksonville","FL"
"1292","Terrapin Brewing Company","Athens","GA"
"1293","Okoboji Brewing Company","Spirit Lake","IA"
"1294","Okoboji Brewing Company","Spirit Lake","IA"
"1295","Okoboji Brewing Company","Spirit Lake","IA"
"1296","Okoboji Brewing Company","Spirit Lake","IA"
"1297","Okoboji Brewing Company","Spirit Lake","IA"
"1298","Okoboji Brewing Company","Spirit Lake","IA"
"1299","Crystal Springs Brewing Company","Boulder","CO"
"1300","Crystal Springs Brewing Company","Boulder","CO"
"1301","Red Hare Brewing Company","Marietta","GA"
"1302","Red Hare Brewing Company","Marietta","GA"
"1303","Hangar 24 Craft Brewery","Redlands","CA"
"1304","Hangar 24 Craft Brewery","Redlands","CA"
"1305","Good People Brewing Company","Birmingham","AL"
"1306","Good People Brewing Company","Birmingham","AL"
"1307","Good People Brewing Company","Birmingham","AL"
"1308","Good People Brewing Company","Birmingham","AL"
"1309","Good People Brewing Company","Birmingham","AL"
"1310","Heavy Seas Beer","Halethorpe","MD"
"1311","Heavy Seas Beer","Halethorpe","MD"
"1312","7 Seas Brewing Company","Gig Harbor","WA"
"1313","7 Seas Brewing Company","Gig Harbor","WA"
"1314","7 Seas Brewing Company","Gig Harbor","WA"
"1315","7 Seas Brewing Company","Gig Harbor","WA"
"1316","Confluence Brewing Company","Des Moines","IA"
"1317","Confluence Brewing Company","Des Moines","IA"
"1318","Confluence Brewing Company","Des Moines","IA"
"1319","Bale Breaker Brewing Company","Yakima","WA"
"1320","Bale Breaker Brewing Company","Yakima","WA"
"1321","MacTarnahans Brewing Company","Portland","OR"
"1322","Stillmank Beer Company","Green Bay","WI"
"1323","Redhook Brewery","Woodinville","WA"
"1324","Redhook Brewery","Woodinville","WA"
"1325","Redhook Brewery","Woodinville","WA"
"1326","Blue Point Brewing Company","Patchogue","NY"
"1327","Blue Point Brewing Company","Patchogue","NY"
"1328","Blue Point Brewing Company","Patchogue","NY"
"1329","Tampa Bay Brewing Company","Tampa","FL"
"1330","Devil's Canyon Brewery","Belmont","CA"
"1331","Devil's Canyon Brewery","Belmont","CA"
"1332","Devil's Canyon Brewery","Belmont","CA"
"1333","Broken Tooth Brewing Company","Anchorage","AK"
"1334","Broken Tooth Brewing Company","Anchorage","AK"
"1335","Broken Tooth Brewing Company","Anchorage","AK"
"1336","Seven Brides Brewery","Silverton","OR"
"1337","Seven Brides Brewery","Silverton","OR"
"1338","Dry Dock Brewing Company","Aurora","CO"
"1339","Dry Dock Brewing Company","Aurora","CO"
"1340","Dry Dock Brewing Company","Aurora","CO"
"1341","Dry Dock Brewing Company","Aurora","CO"
"1342","Sprecher Brewing Company","Glendale","WI"
"1343","Sprecher Brewing Company","Glendale","WI"
"1344","High Noon Saloon And Brewery","Leavenworth","KS"
"1345","Oskar Blues Brewery","Lyons","CO"
"1346","Oskar Blues Brewery","Lyons","CO"
"1347","Oskar Blues Brewery","Lyons","CO"
"1348","Oskar Blues Brewery","Lyons","CO"
"1349","Oskar Blues Brewery","Lyons","CO"
"1350","Oskar Blues Brewery","Lyons","CO"
"1351","Oskar Blues Brewery","Lyons","CO"
"1352","Oskar Blues Brewery","Lyons","CO"
"1353","Oskar Blues Brewery","Lyons","CO"
"1354","Oskar Blues Brewery","Lyons","CO"
"1355","Oskar Blues Brewery","Lyons","CO"
"1356","Oskar Blues Brewery","Lyons","CO"
"1357","Krebs Brewing Company (Pete's Pl...","Krebs","OK"
"1358","Wingman Brewers","Tacoma","WA"
"1359","Wingman Brewers","Tacoma","WA"
"1360","Kettle House Brewing Company","Missoula","MT"
"1361","Kettle House Brewing Company","Missoula","MT"
"1362","Kettle House Brewing Company","Missoula","MT"
"1363","Kettle House Brewing Company","Missoula","MT"
"1364","Kettle House Brewing Company","Missoula","MT"
"1365","Kettle House Brewing Company","Missoula","MT"
"1366","Crabtree Brewing Company","Greeley","CO"
"1367","Crabtree Brewing Company","Greeley","CO"
"1368","Emerald City Beer Company","Seattle","WA"
"1369","Butcher's Brewing","Carlsbad","CA"
"1370","Big River Brewing Company","Chattanooga","TN"
"1371","Big River Brewing Company","Chattanooga","TN"
"1372","Twisted Pine Brewing Company","Boulder","CO"
"1373","Flying Dog Brewery","Frederick","MD"
"1374","Flying Dog Brewery","Frederick","MD"
"1375","Aspen Brewing Company","Aspen","CO"
"1376","Aspen Brewing Company","Aspen","CO"
"1377","Bomb Beer Company","New York","NY"
"1378","Churchkey Can Company","Seattle","WA"
"1379","Intuition Ale Works","Jacksonville","FL"
"1380","Intuition Ale Works","Jacksonville","FL"
"1381","Intuition Ale Works","Jacksonville","FL"
"1382","Asheville Brewing Company","Asheville","NC"
"1383","Asheville Brewing Company","Asheville","NC"
"1384","Asheville Brewing Company","Asheville","NC"
"1385","Buckbean Brewing Company","Reno","NV"
"1386","Buckbean Brewing Company","Reno","NV"
"1387","Buckbean Brewing Company","Reno","NV"
"1388","Buckbean Brewing Company","Reno","NV"
"1389","Abita Brewing Company","Abita Springs","LA"
"1390","Abita Brewing Company","Abita Springs","LA"
"1391","Abita Brewing Company","Abita Springs","LA"
"1392","Dundee Brewing Company","Rochester","NY"
"1393","Twin Lakes Brewing Company","Greenville","DE"
"1394","Arcadia Brewing Company","Battle Creek","MI"
"1395","Arcadia Brewing Company","Battle Creek","MI"
"1396","Great Northern Brewing Company","Whitefish","MT"
"1397","Great Northern Brewing Company","Whitefish","MT"
"1398","Pyramid Breweries","Seattle","WA"
"1399","Pyramid Breweries","Seattle","WA"
"1400","Lancaster Brewing Company","Lancaster","PA"
"1401","Lancaster Brewing Company","Lancaster","PA"
"1402","Upstate Brewing Company","Elmira","NY"
"1403","Upstate Brewing Company","Elmira","NY"
