Group,Brewery,City,State,Brewery_id,Name,Beer_ID,ABV,IBU,Style,Ounces
IPA,Four Corners Brewing Company,Dallas,TX,288,El Chingon IPA,1874,0.076,73,American IPA,12
IPA,Saint Archer Brewery,San Diego,CA,289,Saint Archer IPA,1867,0.068,66,American IPA,12
IPA,Hale's Ales,Seattle,WA,291,Supergoose IPA,1857,0.069,67,American IPA,12
IPA,Tommyknocker Brewery,Idaho Springs,CO,292,IPA & a Half,1856,0.073,87,American IPA,12
IPA,Baxter Brewing Company,Lewiston,ME,293,Stowaway IPA,182,0.069,69,American IPA,12
IPA,Wachusett Brewing Company,Westminster,MA,296,Wachusett Light IPA,1846,0.04,37,American IPA,12
IPA,Wachusett Brewing Company,Westminster,MA,296,Green Monsta IPA,1845,0.06,55,American IPA,12
IPA,Wachusett Brewing Company,Westminster,MA,296,Wachusett IPA,1844,0.056,50,American IPA,12
IPA,Wachusett Brewing Company,Westminster,MA,296,Larry Imperial IPA,1418,0.085,85,American Double / Imperial IPA,12
IPA,Wachusett Brewing Company,Westminster,MA,296,Wachusett Light IPA (2013),1029,0.04,37,American IPA,12
IPA,Wachusett Brewing Company,Westminster,MA,296,Green Monsta IPA,618,0.06,55,American IPA,12
IPA,Hop Farm Brewing Company,Pittsburgh,PA,298,Hop Farm IPA,1833,0.058,45,American IPA,12
IPA,Liquid Hero Brewery,York,PA,299,Irregardless IPA,1686,0.065,75,American IPA,12
IPA,Matt Brewing Company,Utica,NY,300,Our Legacy IPA,1831,0.065,60,American IPA,12
IPA,Matt Brewing Company,Utica,NY,300,Our Legacy IPA,1135,0.065,60,American IPA,16
IPA,Boston Beer Company,Boston,MA,301,Rebel IPA,1629,0.065,45,American IPA,16
IPA,Utah Brewers Cooperative,Salt Lake City,UT,303,Squatters Hop Rising Double IPA,1825,0.09,75,American Double / Imperial IPA,12
IPA,Utah Brewers Cooperative,Salt Lake City,UT,303,Squatters Hop Rising Double IPA (2014),1680,0.09,75,American Double / Imperial IPA,12
IPA,Blue Hills Brewery,Canton,MA,305,Quarter Mile Double IPA,1812,0.08,80,American Double / Imperial IPA,12
IPA,Beach Brewing Company,Virginia Beach,VA,307,Hoptopus Double IPA,1806,0.088,108,American Double / Imperial IPA,16
IPA,Payette Brewing Company,Garden City,ID,308,Outlaw IPA,1048,0.062,65,American IPA,12
IPA,Brew Bus Brewing,Tampa,FL,309,Last Stop IPA,1801,0.072,60,American IPA,12
IPA,Sockeye Brewing Company,Boise,ID,310,Dagger Falls IPA,1596,0.063,100,American IPA,12
IPA,Sockeye Brewing Company,Boise,ID,310,Dagger Falls IPA,1595,0.063,100,American IPA,12
IPA,Sockeye Brewing Company,Boise,ID,310,Dagger Falls IPA,879,0.063,100,American IPA,12
IPA,Dirty Bucket Brewing Company,Woodinville,WA,312,Filthy Hoppin' IPA,1795,0.065,72,American IPA,16
IPA,Slanted Rock Brewing Company,Meridian,ID,314,Initial Point India Pale Ale,1609,0.071,92,American IPA,12
IPA,Piney River Brewing Company,Bucryus,MO,315,Missouri Mule India Pale Ale,479,0.07,70,American IPA,16
IPA,Claremont Craft Ales,Claremont,CA,321,Jacaranada Rye IPA,1772,0.067,60,American IPA,16
IPA,Rivertown Brewing Company,Lockland,OH,322,Lil SIPA,1771,0.05,55,American IPA,16
IPA,Voodoo Brewery,Meadville,PA,323,Good Vibes IPA,1603,0.073,85,American IPA,12
IPA,Pisgah Brewing Company,Black Mountain,NC,325,GreyBeard™ IPA,1760,0.069,51,American IPA,12
IPA,The Just Beer Project,Burlington,VT,329,Just IPA,1749,0.046,45,American IPA,12
IPA,La Cumbre Brewing Company,Albuquerque,NM,333,Elevated IPA,664,0.072,100,American IPA,16
IPA,Fargo Brewing Company,Fargo,ND,336,Wood Chipper India Pale Ale,1434,0.067,70,American IPA,12
IPA,Big Sky Brewing Company,Missoula,MT,337,Big Sky IPA,1714,0.062,65,American IPA,12
IPA,Big Sky Brewing Company,Missoula,MT,337,Big Sky IPA (2012),579,0.062,65,American IPA,12
IPA,Nebraska Brewing Company,Papillion,NE,338,Nebraska India Pale Ale,1148,0.065,65,American IPA,12
IPA,Wormtown Brewery,Worcester,MA,340,Be Hoppy IPA,1697,0.065,69,American IPA,16
IPA,Due South Brewing Company,Boynton Beach,FL,341,Category 3 IPA,1685,0.061,64,American IPA,12
IPA,KelSo Beer Company,Brooklyn,NY,343,KelSo India Pale Ale,1572,0.06,64,American IPA,12
IPA,Hardywood Park Craft Brewery,Richmond,VA,344,The Great Return,1677,0.075,70,American IPA,16
IPA,Wolf Hills Brewing Company,Abingdon,VA,345,Troopers Alley IPA,1676,0.059,135,American IPA,12
IPA,Lavery Brewing Company,Erie,PA,346,Madra Allta,1675,0.064,95,American IPA,12
IPA,Lavery Brewing Company,Erie,PA,346,Duluchan India Pale Ale,1249,0.056,70,American IPA,12
IPA,Manzanita Brewing Company,Santee,CA,347,Chaotic Double IPA,1674,0.099,93,American Double / Imperial IPA,12
IPA,Manzanita Brewing Company,Santee,CA,347,Manzanita IPA,1673,0.08,88,American IPA,12
IPA,Central Coast Brewing Company,San Luis Obispo,CA,351,Lucky Day IPA,1648,0.072,85,American IPA,16
IPA,Central Coast Brewing Company,San Luis Obispo,CA,351,Terrace Hill Double IPA,1647,0.095,99,American Double / Imperial IPA,16
IPA,Westfield River Brewing Company,Westfield,MA,352,Charlie in the Rye,1550,0.058,55,American IPA,12
IPA,Pikes Peak Brewing Company,Monument,CO,356,Elephant Rock IPA,1384,0.07,75,American IPA,12
IPA,Manayunk Brewing Company,Philadelphia,PA,357,Dreamin' Double IPA,1334,0.085,85,American Double / Imperial IPA,12
IPA,NoDa Brewing Company,Charlotte,NC,360,Hop Drop 'N Roll IPA,1621,0.072,80,American IPA,16
IPA,Wild Onion Brewing Company,Lake Barrington,IL,362,Hop Slayer Double IPA,1619,0.082,100,American Double / Imperial IPA,12
IPA,Wild Onion Brewing Company,Lake Barrington,IL,362,Hop Slayer Double IPA (2011),740,0.082,100,American Double / Imperial IPA,12
IPA,Wild Onion Brewing Company,Lake Barrington,IL,362,Hop Slayer Double IPA (2011),430,0.082,100,American Double / Imperial IPA,12
IPA,Great River Brewery,Davenport,IA,366,Big Cock IPA,540,0.07,70,American IPA,16
IPA,21st Amendment Brewery,San Francisco,CA,369,21st Amendment IPA (2006),799,0.07,70,American IPA,12
IPA,21st Amendment Brewery,San Francisco,CA,369,Brew Free! or Die IPA (2008),797,0.07,70,American IPA,12
IPA,21st Amendment Brewery,San Francisco,CA,369,Brew Free! or Die IPA (2009),796,0.07,70,American IPA,12
IPA,21st Amendment Brewery,San Francisco,CA,369,Hop Crisis,432,0.097,94,American Double / Imperial IPA,12
IPA,21st Amendment Brewery,San Francisco,CA,369,Brew Free! or Die IPA,10,0.07,65,American IPA,12
IPA,Eddyline Brewery & Restaurant,Buena Vista,CO,370,Crank Yanker IPA,1382,0.078,74,American IPA,16
IPA,Eddyline Brewery & Restaurant,Buena Vista,CO,370,Crank Yanker IPA (2011),395,0.078,74,American IPA,16
IPA,Sly Fox Brewing Company,Pottstown,PA,372,Odyssey Imperial IPA,894,0.084,90,American Double / Imperial IPA,12
IPA,Sly Fox Brewing Company,Pottstown,PA,372,113 IPA,24,0.07,113,American IPA,12
IPA,Astoria Brewing Company,Astoria,OR,375,Bitter Bitch Imperial IPA,980,0.082,138,American Double / Imperial IPA,12
IPA,Maui Brewing Company,Lahaina,HI,376,Flyin' HI.P.Hay,435,0.068,68,American IPA,12
IPA,Maui Brewing Company,Lahaina,HI,376,Big Swell IPA,31,0.062,65,American IPA,12
IPA,RoughTail Brewing Company,Midwest City,OK,377,RoughTail IPA,1576,0.07,80,American IPA,16
IPA,Starr Hill Brewery,Crozet,VA,384,Northern Lights India Pale Ale,1205,0.065,52,American IPA,16
IPA,Starr Hill Brewery,Crozet,VA,384,Northern Lights India Pale Ale,368,0.065,52,American IPA,12
IPA,Westbrook Brewing Company,Mt. Pleasant,SC,385,Westbrook IPA,575,0.068,65,American IPA,12
IPA,Shipyard Brewing Company,Portland,ME,386,Monkey Fist IPA,1539,0.069,65,American IPA,12
IPA,Natian Brewery,Portland,OR,388,Old Grogham Imperial India Pale Ale,1265,0.085,86,American Double / Imperial IPA,16
IPA,Natian Brewery,Portland,OR,388,Old Grogham Imperial India Pale Ale (2012),747,0.085,86,American Double / Imperial IPA,16
IPA,Oskar Blues Brewery (North Carol...,Brevard,NC,390,G'KNIGHT,1533,0.087,85,American Double / Imperial IPA,12
IPA,Oskar Blues Brewery (North Carol...,Brevard,NC,390,Deviant Dale's IPA,1328,0.08,85,American Double / Imperial IPA,16
IPA,Breckenridge Brewery,Denver,CO,392,Lucky U IPA,193,0.062,68,American IPA,12
IPA,Miami Brewing Company,Miami,FL,394,Miami Vice IPA,1506,0.071,62,American IPA,12
IPA,Amnesia Brewing Company,Washougal,WA,402,Desolation IPA,837,0.062,43,American IPA,16
IPA,Fate Brewing Company,Boulder,CO,406,Moirai India Pale Ale,1451,0.07,70,American IPA,16
IPA,New England Brewing Company,Woodbridge,CT,411,Gandhi-Bot Double IPA (12 oz.),320,0.088,85,American Double / Imperial IPA,12
IPA,New England Brewing Company,Woodbridge,CT,411,Gandhi-Bot Double IPA (16 oz.) (2010),42,0.088,85,American Double / Imperial IPA,16
IPA,Straight to Ale,Huntsville,AL,413,Monkeynaut IPA,637,0.072,70,American IPA,12
IPA,Hess Brewing Company,San Diego,CA,424,Habitus IPA,1346,0.08,86,American IPA,16
IPA,Wynkoop Brewing Company,Denver,CO,425,Belgorado,928,0.067,45,Belgian IPA,12
IPA,Schlafly Brewing Company,Saint Louis,MO,429,Schlafly IPA,1078,0.045,30,American IPA,12
IPA,Asher Brewing Company,Boulder,CO,430,Green Bullet Organic India Pale Ale,1322,0.07,45,American IPA,16
IPA,Lost Rhino Brewing Company,Ashburn,VA,431,Face Plant IPA,1309,0.062,65,American IPA,12
IPA,Seabright Brewery,Santa Cruz,CA,433,Blur India Pale Ale,1302,0.074,60,American IPA,12
IPA,Southern Oregon Brewing Company,Medford,OR,437,Nice Rack IPA,1282,0.055,65,American IPA,16
IPA,Brooklyn Brewery,Brooklyn,NY,438,East India Pale Ale,1279,0.068,47,English India Pale Ale (IPA),16
IPA,Brooklyn Brewery,Brooklyn,NY,438,East India Pale Ale,566,0.068,47,English India Pale Ale (IPA),12
IPA,O'Fallon Brewery,O'Fallon,MO,443,5 Day IPA,1258,0.061,66,American IPA,12
IPA,Big Wood Brewery,Vadnais Heights,MN,445,Bad Axe Imperial IPA,1255,0.098,76,American Double / Imperial IPA,16
IPA,Big Wood Brewery,Vadnais Heights,MN,445,Bark Bite IPA,985,0.066,50,American IPA,16
IPA,Swamp Head Brewery,Gainesville,FL,448,Big Nose,1242,0.073,50,American IPA,12
IPA,TailGate Beer,San Diego,CA,450,Dodgy Knight Imperial IPA,1229,0.08,95,American Double / Imperial IPA,12
IPA,TailGate Beer,San Diego,CA,450,TailGate IPA,663,0.05,44,American IPA,24
IPA,TailGate Beer,San Diego,CA,450,TailGate IPA,662,0.05,44,American IPA,12
IPA,Denali Brewing Company,Talkeetna,AK,454,Twister Creek India Pale Ale,947,0.065,71,American IPA,12
IPA,The Black Tooth Brewing Company,Sheridan,WY,458,Indian Paintbrush IPA,1199,0.07,75,American IPA,12
IPA,Fremont Brewing Company,Seattle,WA,461,Interurban IPA,857,0.065,80,American IPA,12
IPA,Good Life Brewing Company,Bend,OR,465,Descender IPA,1109,0.07,70,American IPA,12
IPA,Red Hare Brewing Company,Marietta,GA,476,Gangway IPA,938,0.062,55,American IPA,12
IPA,Good People Brewing Company,Birmingham,AL,479,Snake Handler Double IPA,312,0.093,103,American Double / Imperial IPA,12
IPA,Good People Brewing Company,Birmingham,AL,479,Good People IPA,309,0.06,64,American IPA,12
IPA,Heavy Seas Beer,Halethorpe,MD,480,Loose Cannon,990,0.072,45,American IPA,12
IPA,7 Seas Brewing Company,Gig Harbor,WA,482,Rude Parrot IPA,972,0.059,75,American IPA,16
IPA,7 Seas Brewing Company,Gig Harbor,WA,482,Ballz Deep Double IPA,47,0.084,82,American Double / Imperial IPA,16
IPA,Confluence Brewing Company,Des Moines,IA,483,Des Moines IPA,970,0.068,75,American IPA,16
IPA,Bale Breaker Brewing Company,Yakima,WA,484,Topcutter India Pale Ale,966,0.068,70,American IPA,12
IPA,Redhook Brewery,Woodinville,WA,488,Long Hammer IPA,945,0.065,44,American IPA,16
IPA,Redhook Brewery,Woodinville,WA,488,Long Hammer IPA,583,0.065,44,American IPA,12
IPA,Blue Point Brewing Company,Patchogue,NY,490,Blue Point White IPA,692,0.06,40,American White IPA,12
IPA,Tampa Bay Brewing Company,Tampa,FL,491,Old Elephant Foot IPA,544,0.07,80,American IPA,16
IPA,Devil's Canyon Brewery,Belmont,CA,492,California Sunshine Rye IPA,730,0.071,85,American IPA,16
IPA,Broken Tooth Brewing Company,Anchorage,AK,494,Fairweather IPA,648,0.061,64,American IPA,12
IPA,Seven Brides Brewery,Silverton,OR,495,Frankenlou's IPA,918,0.07,105,American IPA,16
IPA,Dry Dock Brewing Company,Aurora,CO,497,Hop Abomination,881,0.066,100,American IPA,12
IPA,Oskar Blues Brewery,Lyons,CO,504,Gordon (2005),805,0.092,85,American Double / Imperial IPA,12
IPA,Oskar Blues Brewery,Lyons,CO,504,Gordon Beer (2006),733,0.087,60,American Double / Imperial IPA,12
IPA,Wingman Brewers,Tacoma,WA,510,Ace IPA,762,0.074,83,American IPA,16
IPA,Kettle House Brewing Company,Missoula,MT,511,Double Haul IPA (2009),759,0.065,65,American IPA,16
IPA,Kettle House Brewing Company,Missoula,MT,511,Double Haul IPA (2006),758,0.065,65,American IPA,16
IPA,Kettle House Brewing Company,Missoula,MT,511,Double Haul IPA,86,0.065,65,American IPA,16
IPA,Big River Brewing Company,Chattanooga,TN,520,House Brand IPA,632,0.06,55,American IPA,12
IPA,Twisted Pine Brewing Company,Boulder,CO,521,Hoppy Boy,641,0.062,65,American IPA,16
IPA,Flying Dog Brewery,Frederick,MD,522,Snake Dog IPA,608,0.071,60,American IPA,12
IPA,Aspen Brewing Company,Aspen,CO,524,Independence Pass Ale,596,0.07,67,American IPA,12
IPA,Intuition Ale Works,Jacksonville,FL,528,I-10 IPA,558,0.068,55,American IPA,12
IPA,Asheville Brewing Company,Asheville,NC,529,Shiva IPA,428,0.06,69,American IPA,12
IPA,Abita Brewing Company,Abita Springs,LA,534,Jockamo IPA,516,0.065,52,American IPA,12
IPA,Upstate Brewing Company,Elmira,NY,547,Upstate I.P.W.,381,0.065,70,American IPA,12
Ale,NorthGate Brewing,Minneapolis,MN,1,Wall's End,2690,0.048,19,English Brown Ale,16
Ale,NorthGate Brewing,Minneapolis,MN,1,Pumpion,2689,0.06,38,Pumpkin Ale,16
Ale,Against the Grain Brewery,Louisville,KY,2,A Beer,2683,0.042,42,American Pale Ale (APA),16
Ale,Against the Grain Brewery,Louisville,KY,2,Flesh Gourd'n,2681,0.066,21,Pumpkin Ale,16
Ale,Against the Grain Brewery,Louisville,KY,2,Sho'nuff,2680,0.04,13,Belgian Pale Ale,16
Ale,Against the Grain Brewery,Louisville,KY,2,Coq de la Marche,2677,0.051,38,Saison / Farmhouse Ale,16
Ale,Against the Grain Brewery,Louisville,KY,2,The Brown Note,2674,0.05,20,English Brown Ale,16
Ale,Mike Hess Brewing Company,San Diego,CA,4,Jucundus,2666,0.06,24,Wheat Ale,16
Ale,Mike Hess Brewing Company,San Diego,CA,4,Grazias,2663,0.063,30,Cream Ale,16
Ale,Fort Point Beer Company,San Francisco,CA,5,Park,2661,0.047,19,American Pale Wheat Ale,12
Ale,Fort Point Beer Company,San Francisco,CA,5,Westfalia,2660,0.056,16,American Amber / Red Ale,12
Ale,Petoskey Brewing,Petoskey,MI,12,North 45 Amber Ale,1404,0.059,25,American Amber / Red Ale,16
Ale,Perrin Brewing Company,Comstock Park,MI,14,Hotbox Brown,2633,0.055,10,American Brown Ale,12
Ale,Perrin Brewing Company,Comstock Park,MI,14,Gold,2632,0.048,15,American Blonde Ale,12
Ale,Perrin Brewing Company,Comstock Park,MI,14,Veteran’s Pale Ale (VPA),2629,0.05,40,American Pale Ale (APA),12
Ale,Founders Brewing Company,Grand Rapids,MI,16,Dirty Bastard,2625,0.085,50,Scotch Ale / Wee Heavy,12
Ale,Flat 12 Bierwerks,Indianapolis,IN,17,Hinchtown Hammer Down,2284,0.05,27,American Blonde Ale,16
Ale,Tin Man Brewing Company,Evansville,IN,18,Rivet Irish Red Ale,950,0.051,22,Irish Red Ale,16
Ale,Three Pints Brewing,Martinsville,IN,22,Citra Faced,2617,0.055,64,American Pale Wheat Ale,16
Ale,Three Pints Brewing,Martinsville,IN,22,Pale,2615,0.054,37,American Pale Ale (APA),16
Ale,Indiana City Brewing,Indianapolis,IN,24,Tribute,2609,0.058,58,American Pale Ale (APA),12
Ale,Burn 'Em Brewing,Michigan City,IN,25,Pale Alement,2478,0.055,40,American Pale Ale (APA),12
Ale,Burn 'Em Brewing,Michigan City,IN,25,Joey Wheat,2160,0.068,16,American Pale Wheat Ale,16
Ale,Burn 'Em Brewing,Michigan City,IN,25,Pale Alement,2054,0.055,40,American Pale Ale (APA),16
Ale,Sun King Brewing Company,Indianapolis,IN,26,Hop Up Offa That Brett (2014),2085,0.058,20,Belgian Pale Ale,16
Ale,Sun King Brewing Company,Indianapolis,IN,26,PV Muckle (2013),2084,0.083,23,Scotch Ale / Wee Heavy,16
Ale,Sun King Brewing Company,Indianapolis,IN,26,Bourbon Barrel Batch 666: Sympathy for the Devil,2083,0.099,36,Belgian Dark Ale,16
Ale,Sun King Brewing Company,Indianapolis,IN,26,Whip Fight,2082,0.09,30,Scotch Ale / Wee Heavy,16
Ale,Sun King Brewing Company,Indianapolis,IN,26,Port Barrel Wee Mac,2081,0.053,23,Scotch Ale / Wee Heavy,16
Ale,Sun King Brewing Company,Indianapolis,IN,26,Wee Muckle,1656,0.09,30,Scotch Ale / Wee Heavy,16
Ale,Sun King Brewing Company,Indianapolis,IN,26,Osiris Pale Ale,1389,0.056,50,American Pale Ale (APA),16
Ale,Sun King Brewing Company,Indianapolis,IN,26,Bourbon Barrel Wee Mac,1127,0.054,23,Scottish Ale,16
Ale,Sun King Brewing Company,Indianapolis,IN,26,Wee Muckle (2011),584,0.09,30,Scotch Ale / Wee Heavy,16
Ale,Sun King Brewing Company,Indianapolis,IN,26,Wee Mac Scottish-Style Ale,213,0.054,23,Scottish Ale,16
Ale,Sun King Brewing Company,Indianapolis,IN,26,Sunlight Cream Ale,55,0.053,20,Cream Ale,16
Ale,Sun King Brewing Company,Indianapolis,IN,26,Osiris Pale Ale (2010),54,0.056,50,American Pale Ale (APA),16
Ale,Evil Czech Brewery,Mishawaka,IN,27,Blonde Czich,2604,0.049,23,American Blonde Ale,16
Ale,450 North Brewing Company,Columbus,IN,28,Ironman,2218,0.09,50,English Strong Ale,16
Ale,450 North Brewing Company,Columbus,IN,28,Copperhead Amber,2216,0.052,18,Belgian Dark Ale,16
Ale,Cedar Creek Brewery,Seven Points,TX,30,Elliott's Phoned Home Pale Ale,1182,0.051,36,American Pale Ale (APA),16
Ale,Cedar Creek Brewery,Seven Points,TX,30,The Lawn Ranger,1050,0.05,18,Cream Ale,16
Ale,SanTan Brewing Company,Chandler,AZ,31,SunSpot Golden Ale,1934,0.05,15,American Blonde Ale,12
Ale,SanTan Brewing Company,Chandler,AZ,31,Epicenter Amber Ale,1073,0.055,20,American Amber / Red Ale,12
Ale,SanTan Brewing Company,Chandler,AZ,31,Devil’s Ale,850,0.055,45,American Pale Ale (APA),12
Ale,SanTan Brewing Company,Chandler,AZ,31,American Idiot Ale (2012),764,0.055,45,American Pale Ale (APA),12
Ale,SanTan Brewing Company,Chandler,AZ,31,Devil’s Ale (2010),285,0.055,45,American Pale Ale (APA),12
Ale,SanTan Brewing Company,Chandler,AZ,31,Epicenter Amber Ale (2010),124,0.055,20,American Amber / Red Ale,12
Ale,The Dudes' Brewing Company,Torrance,CA,34,Surfrider,2594,0.052,35,American Pale Ale (APA),16
Ale,The Dudes' Brewing Company,Torrance,CA,34,Grandma's Pecan,1562,0.069,34,English Brown Ale,16
Ale,Avery Brewing Company,Boulder,CO,38,Ellie’s Brown Ale,106,0.055,17,American Brown Ale,12
Ale,Revolution Brewing Company,Chicago,IL,45,Fist City,2576,0.055,40,American Pale Ale (APA),12
Ale,Tallgrass Brewing Company,Manhattan,KS,46,Ginger Peach Saison,2555,0.048,20,Saison / Farmhouse Ale,16
Ale,Tallgrass Brewing Company,Manhattan,KS,46,Wild Plum Farmhouse Ale,1196,0.056,20,Saison / Farmhouse Ale,16
Ale,Tallgrass Brewing Company,Manhattan,KS,46,Tallgrass Pub Ale,1009,0.044,12,American Brown Ale,16
Ale,Tallgrass Brewing Company,Manhattan,KS,46,Halcyon Unfiltered Wheat,676,0.05,20,American Pale Wheat Ale,16
Ale,Tallgrass Brewing Company,Manhattan,KS,46,Halcyon Unfiltered Wheat,412,0.05,20,American Pale Wheat Ale,12
Ale,Tallgrass Brewing Company,Manhattan,KS,46,Tallgrass Ale,103,0.044,22,American Brown Ale,16
Ale,Sixpoint Craft Ales,Brooklyn,NY,47,Sensi Harvest,1962,0.047,50,American Pale Ale (APA),12
Ale,Sixpoint Craft Ales,Brooklyn,NY,47,Global Warmer,1608,0.07,70,American Strong Ale,12
Ale,Sixpoint Craft Ales,Brooklyn,NY,47,Sweet Action,1387,0.052,34,Cream Ale,16
Ale,Sixpoint Craft Ales,Brooklyn,NY,47,Brownstone,778,0.059,47,American Brown Ale,16
Ale,Sixpoint Craft Ales,Brooklyn,NY,47,Apollo,630,0.052,11,American Pale Wheat Ale,16
Ale,Sixpoint Craft Ales,Brooklyn,NY,47,Harbinger,629,0.049,35,Saison / Farmhouse Ale,16
Ale,Sixpoint Craft Ales,Brooklyn,NY,47,Autumnation (2011-12) (2011),512,0.06,48,Pumpkin Ale,16
Ale,Sixpoint Craft Ales,Brooklyn,NY,47,Sweet Action (2011),424,0.052,34,Cream Ale,16
Ale,Firestone Walker Brewing Company,Paso Robles,CA,49,805,1733,0.047,20,American Blonde Ale,12
Ale,Upslope Brewing Company,Boulder,CO,52,Lee Hill Series Vol. 2 - Wild Saison,2563,0.068,24,American Wild Ale,19.2
Ale,Upslope Brewing Company,Boulder,CO,52,Ferus Fluxus Wild Belgian Pale Ale,1853,0.075,30,American Wild Ale,19.2
Ale,Upslope Brewing Company,Boulder,CO,52,Upslope Belgian Style Pale Ale,683,0.075,30,Belgian Pale Ale,12
Ale,Bent Brewstillery,Roseville,MN,54,Nordic Blonde,2556,0.057,27,American Blonde Ale,12
Ale,Pollyanna Brewing Company,Lemont,IL,56,Mazzie,2553,0.054,45,American Pale Ale (APA),12
Ale,Destihl Brewery,Bloomington,IL,58,Abbey's Single (2015- ),2505,0.049,22,Abbey Single Ale,12
Ale,Destihl Brewery,Bloomington,IL,58,Abbey's Single Ale (Current),1887,0.049,22,Abbey Single Ale,12
Ale,Summit Brewing Company,St. Paul,MN,59,Hopvale Organic Ale,2473,0.047,55,American Pale Ale (APA),16
Ale,4 Hands Brewing Company,Saint Louis,MO,61,Send Help,2544,0.045,18,American Blonde Ale,12
Ale,4 Hands Brewing Company,Saint Louis,MO,61,Contact High,1870,0.05,28,American Pale Wheat Ale,12
Ale,Surly Brewing Company,Brooklyn Center,MN,62,BLAKKR,1739,0.099,85,American Black Ale,16
Ale,Surly Brewing Company,Brooklyn Center,MN,62,Coffee Bender,17,0.051,45,American Brown Ale,16
Ale,Surly Brewing Company,Brooklyn Center,MN,62,Bender,16,0.051,45,American Brown Ale,16
Ale,Surly Brewing Company,Brooklyn Center,MN,62,CynicAle,13,0.067,33,Saison / Farmhouse Ale,16
Ale,Against The Grain Brewery,Louisville,KY,63,The Brown Note,2539,0.05,20,American Brown Ale,16
Ale,Crazy Mountain Brewing Company,Edwards,CO,64,Neomexicanus Native,2538,0.06,46,American Pale Ale (APA),12
Ale,Crazy Mountain Brewing Company,Edwards,CO,64,Old Soul,2355,0.075,25,Belgian Strong Pale Ale,12
Ale,Crazy Mountain Brewing Company,Edwards,CO,64,Crazy Mountain Amber Ale,356,0.052,25,American Amber / Red Ale,12
Ale,Freetail Brewing Company,San Antonio,TX,67,Texicali,2526,0.065,33,American Brown Ale,12
Ale,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD,69,Farmer's Daughter Blonde,2516,0.051,17,American Blonde Ale,16
Ale,Appalachian Mountain Brewery,Boone,NC,70,Honey Badger Blonde,2510,0.047,19,American Blonde Ale,16
Ale,Birdsong Brewing Company,Charlotte,NC,71,Jalapeno Pale Ale,2508,0.055,45,American Pale Ale (APA),16
Ale,Atwater Brewery,Detroit,MI,73,Dirty Blonde Ale,534,0.045,8,American Blonde Ale,12
Ale,Two Brothers Brewing Company,Warrenville,IL,75,Night Cat,2246,0.058,43,American Dark Wheat Ale,12
Ale,Two Brothers Brewing Company,Warrenville,IL,75,Night Cat (2014),1630,0.058,43,American Dark Wheat Ale,12
Ale,Two Brothers Brewing Company,Warrenville,IL,75,Sidekick Extra Pale Ale,1121,0.051,36,American Pale Ale (APA),12
Ale,Two Brothers Brewing Company,Warrenville,IL,75,Cane and Ebel,861,0.07,68,American Strong Ale,12
Ale,Bent Paddle Brewing Company,Duluth,MN,76,Bent Paddle Black Ale,1261,0.06,34,American Black Ale,12
Ale,Black Tooth Brewing Company,Sheridan,WY,80,Saddle Bronc Brown Ale,2485,0.048,16,American Brown Ale,12
Ale,Black Tooth Brewing Company,Sheridan,WY,80,Bomber Mountain Amber Ale,2484,0.046,20,American Amber / Red Ale,12
Ale,Hopworks Urban Brewery,Portland,OR,81,Nonstop Hef Hop,2400,0.039,20,American Pale Wheat Ale,16
Ale,Hopworks Urban Brewery,Portland,OR,81,Nonstop Hef Hop,2399,0.039,20,American Pale Wheat Ale,16
Ale,Hopworks Urban Brewery,Portland,OR,81,Nonstop Hef Hop,2398,0.039,20,American Pale Wheat Ale,16
Ale,Hopworks Urban Brewery,Portland,OR,81,Nonstop Hef Hop,2397,0.039,20,American Pale Wheat Ale,16
Ale,Hopworks Urban Brewery,Portland,OR,81,Nonstop Hef Hop,2396,0.039,20,American Pale Wheat Ale,16
Ale,Hopworks Urban Brewery,Portland,OR,81,Nonstop Hef Hop,2395,0.039,20,American Pale Wheat Ale,16
Ale,Hopworks Urban Brewery,Portland,OR,81,Nonstop Hef Hop,2394,0.039,20,American Pale Wheat Ale,16
Ale,Hopworks Urban Brewery,Portland,OR,81,Nonstop Hef Hop,2393,0.039,20,American Pale Wheat Ale,16
Ale,Hopworks Urban Brewery,Portland,OR,81,Nonstop Hef Hop,2392,0.039,20,American Pale Wheat Ale,16
Ale,Hopworks Urban Brewery,Portland,OR,81,Nonstop Hef Hop,2391,0.039,20,American Pale Wheat Ale,16
Ale,Hopworks Urban Brewery,Portland,OR,81,Nonstop Hef Hop,2390,0.039,20,American Pale Wheat Ale,16
Ale,Hopworks Urban Brewery,Portland,OR,81,Nonstop Hef Hop,2389,0.039,20,American Pale Wheat Ale,16
Ale,Hopworks Urban Brewery,Portland,OR,81,Rise Up Red,2388,0.058,60,American Amber / Red Ale,16
Ale,Hopworks Urban Brewery,Portland,OR,81,Abominable Winter Ale,2193,0.073,70,American Strong Ale,16
Ale,Hopworks Urban Brewery,Portland,OR,81,Rise-Up Red (2014),1085,0.058,60,American Amber / Red Ale,16
Ale,Hopworks Urban Brewery,Portland,OR,81,Abominable Winter Ale (2012),916,0.073,70,American Strong Ale,16
Ale,New Belgium Brewing Company,Fort Collins,CO,83,Fat Tire Amber Ale,1586,0.052,18,American Amber / Red Ale,12
